# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1744047786876000000,1744047812341000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1744047786876000000,1744047812341000000,0
jps.facet.change.listener.process.change.events.ms,1744047786876000000,1744047812341000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1744047786876000000,1744047812341000000,0
jps.apply.loaded.storage.ms,1744047786876000000,1744047812341000000,0
jps.global.initialize.library.bridges.ms,1744047786876000000,1744047812341000000,0
jps.library.entities.serializer.load.entities.ms,1744047786876000000,1744047812341000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1744047786876000000,1744047812341000000,0
workspaceModel.moduleBridge.before.changed.ms,1744047786876000000,1744047812341000000,0
jps.app.storage.content.writer.save.component.ms,1744047786876000000,1744047812341000000,0
jps.artifact.entities.serializer.load.entities.ms,1744047786876000000,1744047812341000000,0
jps.save.global.entities.ms,1744047786876000000,1744047812341000000,3
workspaceModel.moduleManagerBridge.load.module.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1744047786876000000,1744047812341000000,0
workspaceModel.save.cache.to.file.ms,1744047786876000000,1744047812341000000,0
jps.app.storage.content.reader.load.component.ms,1744047786876000000,1744047812341000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1744047786876000000,1744047812341000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1744047786876000000,1744047812341000000,0
jps.save.changed.project.entities.ms,1744047786876000000,1744047812341000000,0
jps.storage.jps.conf.reader.load.component.ms,1744047786876000000,1744047812341000000,0
jps.global.get.library.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.entities.ms,1744047786876000000,1744047812341000000,0
jps.module.iml.entities.serializer.save.entities.ms,1744047786876000000,1744047812341000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1744047786876000000,1744047812341000000,0
jps.facet.change.listener.init.bridge.ms,1744047786876000000,1744047812341000000,0
jps.reload.project.entities.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.instances.count,1744047786876000000,1744047812341000000,0
workspaceModel.global.updates.ms,1744047786876000000,1744047812341000000,0
workspaceModel.do.save.caches.ms,1744047786876000000,1744047812341000000,0
workspaceModel.global.apply.state.to.project.ms,1744047786876000000,1744047812341000000,0
jps.global.handle.before.change.events.ms,1744047786876000000,1744047812341000000,0
workspaceModel.load.cache.from.file.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1744047786876000000,1744047812341000000,0
jps.global.initialize.library.bridges.after.loading.ms,1744047786876000000,1744047812341000000,0
jps.artifact.entities.serializer.save.entities.ms,1744047786876000000,1744047812341000000,0
jps.global.get.library.by.name.ms,1744047786876000000,1744047812341000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1744047786876000000,1744047812341000000,0
jps.facet.change.listener.before.change.events.ms,1744047786876000000,1744047812341000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1744047786876000000,1744047812341000000,0
jps.load.project.to.empty.storage.ms,1744047786876000000,1744047812341000000,0
jps.project.serializers.load.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1744047786876000000,1744047812341000000,0
jps.global.get.libraries.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1744047786876000000,1744047812341000000,0
jps.global.handle.changed.events.ms,1744047786876000000,1744047812341000000,0
jps.project.serializers.save.ms,1744047786876000000,1744047812341000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1744047786876000000,1744047812341000000,0
jps.library.entities.serializer.save.entities.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1744047786876000000,1744047812341000000,0
workspaceModel.moduleBridge.update.option.ms,1744047786876000000,1744047812341000000,0
jps.load.initial.state.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1744047786876000000,1744047812341000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1744047786876000000,1744047812341000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1744047786876000000,1744047812341000000,0
workspaceModel.global.updates.count,1744047786876000000,1744047812341000000,0
jps.module.iml.entities.serializer.load.entities.ms,1744047786876000000,1744047812341000000,0
workspaceModel.load.cache.metadata.from.file.ms,1744047786876000000,1744047812341000000,0
workspaceModel.sync.entities.ms,1744047786876000000,1744047812341000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1744047786876000000,1744047812341000000,0
workspaceModel.orphan.listener.update.ms,1744047786876000000,1744047812341000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1744047786876000000,1744047812341000000,0
JVM.newThreadsCount,1744047786876000000,1744047812341000000,4
JVM.maxThreadCount,1744047786876000000,1744047812341000000,131
JVM.usedHeapBytes,1744047786876000000,1744047812341000000,398610392
JVM.maxHeapBytes,1744047786876000000,1744047812341000000,2147483648
JVM.totalDirectByteBuffersBytes,1744047786876000000,1744047812341000000,50780896
JVM.usedNativeBytes,1744047786876000000,1744047812341000000,340507504
JVM.totalCpuTimeMs,1744047786876000000,1744047812341000000,3180
JVM.totalBytesAllocated,1744047786876000000,1744047812341000000,26405528
JVM.GC.collectionTimesMs,1744047786876000000,1744047812341000000,0
JVM.GC.collections,1744047786876000000,1744047812341000000,0
OS.loadAverage,1744047786876000000,1744047812341000000,1.6416015625
JVM.threadCount,1744047786876000000,1744047812341000000,74
